"sample_id","language","level","scenario","history","response","sentence_count_heuristic","difficulty_fit_0_2","reply_opportunity_0_2","responsiveness_0_2","persona_consistency_0_2_or_na","notes"
"2b4c698422a6","spanish","intermediate","opening","[]","La paella de chorizo es un error.","1","","","","",""
"2b7ab3a2b4b1","mandarin","beginner","preference","[{""role"":""assistant"",""content"":""我很喜欢在晚上骑车。""},{""role"":""user"",""content"":""我不懂。""},{""role"":""assistant"",""content"":""你喜欢晚上骑车。""},{""role"":""user"",""content"":""我想聊音乐。""},{""role"":""assistant"",""content"":""你喜欢听音乐吗？""},{""role"":""user"",""content"":""我喜欢在家听音乐。""}]","你在家听什么音乐？","1","","","","",""
"2bd7b370b7b6","spanish","intermediate","preference","[{""role"":""assistant"",""content"":""¡Hola! Estoy muy bien, gracias. Hoy hace un día precioso aquí en Valencia. ¿Qué tal estás tú hoy?""},{""role"":""user"",""content"":""No entiendo.""},{""role"":""assistant"",""content"":""¡Hola! Yo también estoy muy bien. Me alegra que haga un buen día en Valencia. Aquí en Teruel hace un poco de frío.\n\n¿Te gusta el frío?""},{""role"":""user"",""content"":""Quiero hablar de música.""},{""role"":""assistant"",""content"":""¡Genial! Me encanta hablar de música. Justo ahora estoy haciendo una lista de canciones para la boda de mi hermana.\n\n¿Qué tipo de música te gusta?""},{""role"":""user"",""content"":""Prefiero escuchar música en casa.""}]","Entiendo. A mí también me gusta mucho escuchar música en casa. Es un buen plan.

¿Qué haces mientras escuchas música? ¿Quizás cocinas, lees, o solo te relajas?","5","","","","",""
"360c9db2e4e2","spanish","beginner","preference","[{""role"":""assistant"",""content"":""Hola. Me llamo Lucía. ¿Qué tal?""},{""role"":""user"",""content"":""No entiendo.""},{""role"":""assistant"",""content"":""Hola, Lucía. Soy Lucía.\n\n¿Cómo te llamas?""},{""role"":""user"",""content"":""Quiero hablar de música.""},{""role"":""assistant"",""content"":""¡Qué bien! Me gusta mucho la música.\n\n¿Qué música te gusta?""},{""role"":""user"",""content"":""Prefiero escuchar música en casa.""}]","Sí, en casa es muy cómodo.

A mí me gusta escuchar música cuando cocino. ¿Y a ti?","3","","","","",""
"3a6b87f47ef0","arabic","beginner","topic-switch","[{""role"":""assistant"",""content"":""الرسم بالليل حلو.""},{""role"":""user"",""content"":""مش فاهم.""},{""role"":""assistant"",""content"":""الرسم بالليل منيح.""},{""role"":""user"",""content"":""بدي أحكي عن الموسيقى.""}]","بتحب الموسيقى الهادية؟","1","","","","",""
"5293eca11fa9","arabic","beginner","confusion","[{""role"":""assistant"",""content"":""الرسم بالليل حلو.""},{""role"":""user"",""content"":""مش فاهم.""}]","الرسم بالليل منيح.","1","","","","",""
"5591a65791b8","arabic","intermediate","preference","[{""role"":""assistant"",""content"":""عندي سكتشات قديمة لبواب كتير حلوة بعمان القديمة.""},{""role"":""user"",""content"":""مش فاهم.""},{""role"":""assistant"",""content"":""الرسمات اللي عندي قديمة كتير.""},{""role"":""user"",""content"":""بدي أحكي عن الموسيقى.""},{""role"":""assistant"",""content"":""بتحب تسمع موسيقى هادية ولا صاخبة؟""},{""role"":""user"",""content"":""بحب أسمع موسيقى بالبيت.""}]","أنا كمان بحب أسمع موسيقى بالبيت، خاصة لما أكون برسم.","1","","","","",""
"5a6241042b69","arabic","beginner","confusion","[{""role"":""assistant"",""content"":""أنا بحب البيوت القديمة. أنت؟""},{""role"":""user"",""content"":""مش فاهم.""}]","أهلاً! أنا كمان بحب البيوت القديمة كثير. 
أنا مهندسة معمارية وبشتغل في ترميم البيوت القديمة في عمّان.
شو بتحب في البيوت القديمة؟","4","","","","",""
"622df0a85ccd","arabic","intermediate","opening","[]","عندي سكتشات قديمة لبواب كتير حلوة بعمان القديمة.","1","","","","",""
"64d5b9664665","spanish","beginner","opening","[]","Hola. Me llamo Lucía. ¿Qué tal?","3","","","","",""
"687428695b85","spanish","beginner","topic-switch","[{""role"":""assistant"",""content"":""Hoy nado en el mar.""},{""role"":""user"",""content"":""No entiendo.""},{""role"":""assistant"",""content"":""Hoy yo nado.""},{""role"":""user"",""content"":""Quiero hablar de música.""}]","Me gusta la música.","1","","","","",""
"7338ff856b24","arabic","beginner","topic-switch","[{""role"":""assistant"",""content"":""أنا بحب البيوت القديمة. أنت؟""},{""role"":""user"",""content"":""مش فاهم.""},{""role"":""assistant"",""content"":""أهلاً! أنا كمان بحب البيوت القديمة كثير. \nأنا مهندسة معمارية وبشتغل في ترميم البيوت القديمة في عمّان.\nشو بتحب في البيوت القديمة؟""},{""role"":""user"",""content"":""بدي أحكي عن الموسيقى.""}]","تمام! بتحب الموسيقى؟ أنا كمان بحب الموسيقى كثير.
شو نوع الموسيقى اللي بتحبها؟","4","","","","",""
"7365c03691e7","spanish","intermediate","opening","[]","¡Hola! Estoy muy bien, gracias. Hoy hace un día precioso aquí en Valencia. ¿Qué tal estás tú hoy?","4","","","","",""
"7adb50ef20e8","mandarin","intermediate","confusion","[{""role"":""assistant"",""content"":""我比较喜欢晚上在城市里骑车。""},{""role"":""user"",""content"":""我不懂。""}]","嗯，我的意思是晚上在城市里骑自行车。","1","","","","",""
"7daefa59fe44","spanish","beginner","preference","[{""role"":""assistant"",""content"":""Hoy nado en el mar.""},{""role"":""user"",""content"":""No entiendo.""},{""role"":""assistant"",""content"":""Hoy yo nado.""},{""role"":""user"",""content"":""Quiero hablar de música.""},{""role"":""assistant"",""content"":""Me gusta la música.""},{""role"":""user"",""content"":""Prefiero escuchar música en casa.""}]","Yo escucho música.","1","","","","",""
"7eda1ce5d828","mandarin","beginner","opening","[]","我很喜欢在晚上骑车。","1","","","","",""
"9e2228a48dc4","mandarin","beginner","confusion","[{""role"":""assistant"",""content"":""我很喜欢在晚上骑车。""},{""role"":""user"",""content"":""我不懂。""}]","你喜欢晚上骑车。","1","","","","",""
"a301b7545db4","arabic","intermediate","preference","[{""role"":""assistant"",""content"":""مرحباً! أنا نور. عمري 29 سنة، وبشتغل مهندسة معمارية. كتير بحب شغلي، خاصة لما يكون في ترميم مباني قديمة. \n\nأنا هلأ عم بوثّق بيت قديم انبنى بالثلاثينات قبل ما نرممه. شو بتعمل أنت؟""},{""role"":""user"",""content"":""مش فاهم.""},{""role"":""assistant"",""content"":""أهلاً فيكِ نور! أنا كمان اسمي نور، وعمري 29 سنة. يا لهوي، صدفة حلوة! أنا بشتغل مهندسة معمارية متلك، وبحب كتير ترميم المباني القديمة. شغلنا بيشبه بعض.\n\nأنا هلأ عم بتعلّم أطبخ مقلوبة من تيتا، وهي كتير شاطرة فيها. شو أكتر أكلة بتحبيها؟""},{""role"":""user"",""content"":""بدي أحكي عن الموسيقى.""},{""role"":""assistant"",""content"":""تمام، حلو كتير! أنا بحب الموسيقى الهادية، خصوصاً العود. بحس صوته فيه حكمة وتاريخ.\n\nأنتِ شو نوع الموسيقى اللي بتحبي تسمعيها؟ وهل في آلة معينة بتفضليها؟""},{""role"":""user"",""content"":""بحب أسمع موسيقى بالبيت.""}]","مزبوط، البيت أنسب مكان للموسيقى المريحة. بتحسيها بتملي المكان وبتعطيه جو خاص.

في فنان معين بتحبي تسمعيله بالبيت، ولا أي شي هادي بيمشي الحال؟","3","","","","",""
"a90691dd1698","mandarin","beginner","preference","[{""role"":""assistant"",""content"":""我喜欢晚上骑车。你呢？""},{""role"":""user"",""content"":""我不懂。""},{""role"":""assistant"",""content"":""我也喜欢晚上骑车！成都很漂亮。""},{""role"":""user"",""content"":""我想聊音乐。""},{""role"":""assistant"",""content"":""音乐很好！你喜欢什么音乐？""},{""role"":""user"",""content"":""我喜欢在家听音乐。""}]","在家听音乐很舒服。你喜欢安静的音乐吗？","2","","","","",""
"abd1a9978386","arabic","intermediate","opening","[]","مرحباً! أنا نور. عمري 29 سنة، وبشتغل مهندسة معمارية. كتير بحب شغلي، خاصة لما يكون في ترميم مباني قديمة. 

أنا هلأ عم بوثّق بيت قديم انبنى بالثلاثينات قبل ما نرممه. شو بتعمل أنت؟","6","","","","",""
"ac3667079ed2","spanish","beginner","confusion","[{""role"":""assistant"",""content"":""Hola. Me llamo Lucía. ¿Qué tal?""},{""role"":""user"",""content"":""No entiendo.""}]","Hola, Lucía. Soy Lucía.

¿Cómo te llamas?","3","","","","",""
"b03f2d53dc85","mandarin","intermediate","topic-switch","[{""role"":""assistant"",""content"":""你好！我今天早上送了一份特别好吃的面条外卖，现在还在想那个味道。你今天怎么样？""},{""role"":""user"",""content"":""我不懂。""},{""role"":""assistant"",""content"":""你好！你今天早上送了面条外卖，听起来不错。我今天也很好，送了好几单，还去了一个新地方，那儿的风景很好。""},{""role"":""user"",""content"":""我想聊音乐。""}]","聊音乐啊，好啊！你喜欢听什么音乐？","2","","","","",""
"b91d5109834d","arabic","beginner","opening","[]","أنا بحب البيوت القديمة. أنت؟","2","","","","",""
"babc3033d879","mandarin","beginner","confusion","[{""role"":""assistant"",""content"":""我喜欢晚上骑车。你呢？""},{""role"":""user"",""content"":""我不懂。""}]","我也喜欢晚上骑车！成都很漂亮。","2","","","","",""
"be22af04e342","mandarin","intermediate","opening","[]","我比较喜欢晚上在城市里骑车。","1","","","","",""
"bf40fa839d1f","mandarin","intermediate","confusion","[{""role"":""assistant"",""content"":""你好！我今天早上送了一份特别好吃的面条外卖，现在还在想那个味道。你今天怎么样？""},{""role"":""user"",""content"":""我不懂。""}]","你好！你今天早上送了面条外卖，听起来不错。我今天也很好，送了好几单，还去了一个新地方，那儿的风景很好。","3","","","","",""
"c10d38e3396d","spanish","beginner","opening","[]","Hoy nado en el mar.","1","","","","",""
"c6fa727e6161","arabic","intermediate","confusion","[{""role"":""assistant"",""content"":""عندي سكتشات قديمة لبواب كتير حلوة بعمان القديمة.""},{""role"":""user"",""content"":""مش فاهم.""}]","الرسمات اللي عندي قديمة كتير.","1","","","","",""
"d306f618653f","mandarin","intermediate","topic-switch","[{""role"":""assistant"",""content"":""我比较喜欢晚上在城市里骑车。""},{""role"":""user"",""content"":""我不懂。""},{""role"":""assistant"",""content"":""嗯，我的意思是晚上在城市里骑自行车。""},{""role"":""user"",""content"":""我想聊音乐。""}]","你喜欢听哪种音乐呢？我比较喜欢听摇滚乐。","2","","","","",""
"d3e2093b7f54","spanish","intermediate","topic-switch","[{""role"":""assistant"",""content"":""La paella de chorizo es un error.""},{""role"":""user"",""content"":""No entiendo.""},{""role"":""assistant"",""content"":""El chorizo no va en la paella.""},{""role"":""user"",""content"":""Quiero hablar de música.""}]","Me gusta la música en directo.","1","","","","",""
"de0bceb3d706","arabic","beginner","preference","[{""role"":""assistant"",""content"":""الرسم بالليل حلو.""},{""role"":""user"",""content"":""مش فاهم.""},{""role"":""assistant"",""content"":""الرسم بالليل منيح.""},{""role"":""user"",""content"":""بدي أحكي عن الموسيقى.""},{""role"":""assistant"",""content"":""بتحب الموسيقى الهادية؟""},{""role"":""user"",""content"":""بحب أسمع موسيقى بالبيت.""}]","أنا بسمع موسيقى لما أرسم.","1","","","","",""
"e1587422fdf8","arabic","intermediate","topic-switch","[{""role"":""assistant"",""content"":""مرحباً! أنا نور. عمري 29 سنة، وبشتغل مهندسة معمارية. كتير بحب شغلي، خاصة لما يكون في ترميم مباني قديمة. \n\nأنا هلأ عم بوثّق بيت قديم انبنى بالثلاثينات قبل ما نرممه. شو بتعمل أنت؟""},{""role"":""user"",""content"":""مش فاهم.""},{""role"":""assistant"",""content"":""أهلاً فيكِ نور! أنا كمان اسمي نور، وعمري 29 سنة. يا لهوي، صدفة حلوة! أنا بشتغل مهندسة معمارية متلك، وبحب كتير ترميم المباني القديمة. شغلنا بيشبه بعض.\n\nأنا هلأ عم بتعلّم أطبخ مقلوبة من تيتا، وهي كتير شاطرة فيها. شو أكتر أكلة بتحبيها؟""},{""role"":""user"",""content"":""بدي أحكي عن الموسيقى.""}]","تمام، حلو كتير! أنا بحب الموسيقى الهادية، خصوصاً العود. بحس صوته فيه حكمة وتاريخ.

أنتِ شو نوع الموسيقى اللي بتحبي تسمعيها؟ وهل في آلة معينة بتفضليها؟","5","","","","",""
"e4b4020be3d6","arabic","intermediate","topic-switch","[{""role"":""assistant"",""content"":""عندي سكتشات قديمة لبواب كتير حلوة بعمان القديمة.""},{""role"":""user"",""content"":""مش فاهم.""},{""role"":""assistant"",""content"":""الرسمات اللي عندي قديمة كتير.""},{""role"":""user"",""content"":""بدي أحكي عن الموسيقى.""}]","بتحب تسمع موسيقى هادية ولا صاخبة؟","1","","","","",""
"e97834dac6db","spanish","beginner","confusion","[{""role"":""assistant"",""content"":""Hoy nado en el mar.""},{""role"":""user"",""content"":""No entiendo.""}]","Hoy yo nado.","1","","","","",""
"f34c160a8808","spanish","intermediate","topic-switch","[{""role"":""assistant"",""content"":""¡Hola! Estoy muy bien, gracias. Hoy hace un día precioso aquí en Valencia. ¿Qué tal estás tú hoy?""},{""role"":""user"",""content"":""No entiendo.""},{""role"":""assistant"",""content"":""¡Hola! Yo también estoy muy bien. Me alegra que haga un buen día en Valencia. Aquí en Teruel hace un poco de frío.\n\n¿Te gusta el frío?""},{""role"":""user"",""content"":""Quiero hablar de música.""}]","¡Genial! Me encanta hablar de música. Justo ahora estoy haciendo una lista de canciones para la boda de mi hermana.

¿Qué tipo de música te gusta?","4","","","","",""
"f4ed047bdedd","spanish","intermediate","confusion","[{""role"":""assistant"",""content"":""La paella de chorizo es un error.""},{""role"":""user"",""content"":""No entiendo.""}]","El chorizo no va en la paella.","1","","","","",""
"fe837e1621f6","mandarin","beginner","opening","[]","我喜欢晚上骑车。你呢？","2","","","","",""
"ff4fddb6d409","spanish","intermediate","preference","[{""role"":""assistant"",""content"":""La paella de chorizo es un error.""},{""role"":""user"",""content"":""No entiendo.""},{""role"":""assistant"",""content"":""El chorizo no va en la paella.""},{""role"":""user"",""content"":""Quiero hablar de música.""},{""role"":""assistant"",""content"":""Me gusta la música en directo.""},{""role"":""user"",""content"":""Prefiero escuchar música en casa.""}]","Yo también disfruto de la música en casa, especialmente con vinilos.","1","","","","",""
